DATE,PAYS,CODE_POSTAL,LOCALITE,LANGUE1,LANGUE2,LANGUE3,LANGUE4,LANGUE5,COMMENT_NOUS_AVEZ-VOUS_DECOUVERT,MIN,KM
10/11/2019,LUX,4518,DIFFERDANGE,ANGLAIS,ITALIEN,,,,CURIOSITE,3,1
10/11/2019,LUX,4770,PETANGE,FRANCAIS,PORTUGAIS,LUXEMBOURGEOIS,,,CURIOSITE,9,5
10/11/2019,DEU,54456,TAWERN,ALLEMAND,ARABE,,,,CURIOSITE,44,62
10/11/2019,LUX,4532,DIFFERDANGE,FRANCAIS,LUXEMBOURGEOIS,,,,CURIOSITE,2,1
10/11/2019,FRA,57970,STUCKANGE,ANGLAIS,FRANCAIS,,,,CURIOSITE,45,58
02/01/2019,LUX,2324,BIVANGE,LUXEMBOURGEOIS,,,,,ECOLE,22,26
02/01/2019,LUX,9168,MERTZIG,LUXEMBOURGEOIS,,,,,ECOLE,50,66
03/01/2019,LUX,5340,MOUTFORT,LUXEMBOURGEOIS,,,,,ECOLE,30,37
03/01/2019,LUX,6587,STEINHEIM,LUXEMBOURGEOIS,,,,,ECOLE,53,66
03/01/2019,LUX,8508,REDANGE,LUXEMBOURGEOIS,,,,,ECOLE,43,34
03/01/2019,LUX,8295,KEISPELT,LUXEMBOURGEOIS,,,,,ECOLE,34,37
03/01/2019,LUX,7597,RECKANGE SUR MERSCH,LUXEMBOURGEOIS,,,,,ECOLE,17,17
04/01/2019,LUX,4480,SOLEUVRE,LUXEMBOURGEOIS,,,,,ECOLE,6,3.4
04/01/2019,LUX,8041,STRASSEN,LUXEMBOURGEOIS,,,,,ECOLE,23,26
04/01/2019,LUX,1845,LUXEMBOURG,FRANCAIS,,,,,ECOLE,21,24.5
04/01/2019,LUX,8043,STRASSEN,FRANCAIS,,,,,ECOLE,23,26
04/01/2019,LUX,3421,DUDELANGE,LUXEMBOURGEOIS,,,,,ECOLE,21,20
04/01/2019,LUX,8274,KEHLEN,LUXEMBOURGEOIS,,,,,ECOLE,28,36
04/01/2019,LUX,4349,ESCH SUR ALZETTE ,LUXEMBOURGEOIS,,,,,ECOLE,16,10
04/01/2019,LUX,3921,MONDERCANGE,LUXEMBOURGEOIS,,,,,ECOLE,13,9.3
05/01/2019,LUX,6195,IMBRINGEN,FRANCAIS,ANGLAIS,LUXEMBOURGEOIS,,,ECOLE,33,43.4
05/01/2019,LUX,6700,ARLON,FRANCAIS,,,,,ECOLE,31,26.3
05/01/2019,LUX,7662,MEDERNACH,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,47,56.7
05/01/2019,LUX,7423,DONDELANGE,ANGLAIS,PERSAN,FRANCAIS,,,ECOLE,33,28.1
06/01/2019,FRA,57270,UCKANGE,ANGLAIS,FRANCAIS,,,,ECOLE,37,51.7
06/01/2019,LUX,5570,REMICH,ANGLAIS,LUXEMBOURGEOIS,,,,ECOLE,30,40.2
06/01/2019,LUX,4797,LINGER,ALLEMAND,ITALIEN,LUXEMBOURGEOIS,,,ECOLE,9,6.5
06/01/2019,LUX,4711,PETANGE,FRANCAIS,LUXEMBOURGEOIS,PORTUGAIS,,,ECOLE,9,7
12/01/2019,LUX,3762,TETANGE,LUXEMBOURGEOIS,,,,,ECOLE,19,18
12/01/2019,LUX,7433,MERSCH,FRANCAIS,PORTUGAIS,,,,ECOLE,36,43
13/01/2019,LUX,4677,DIFFERDANGE,FRANCAIS,,,,,ECOLE,0,0
13/01/2019,LUX,5959,ITZIG,LUXEMBOURGEOIS,,,,,ECOLE,25,28
13/01/2019,LUX,5978,ITZIG,LUXEMBOURGEOIS,,,,,ECOLE,25,28
13/01/2019,LUX,4916,BASCHARAGE,FRANCAIS,,,,,ECOLE,10,6.1
17/01/2019,LUX,5421,ERPELDANGE,FRANCAIS,ROUMAIN,,,,ECOLE,48,65
19/01/2019,LUX,6251,GEYERSHAFF,ANGLAIS,LUXEMBOURGEOIS,,,,ECOLE,44,56.7
19/01/2019,LUX,3630,KAYL,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,15,17
20/01/2019,LUX,2141,LUXEMBOURG,ANGLAIS,FRANCAIS,,,,ECOLE,24,28
20/01/2019,LUX,3630,KAYL,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,15,17
24/01/2019,LUX,2444,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,25,27.3
26/01/2019,LUX,4243,ESCH SUR ALZETTE ,LUXEMBOURGEOIS,,,,,ECOLE,15,11
26/01/2019,LUX,4291,ESCH SUR ALZETTE ,FRANCAIS,,,,,ECOLE,15,11
26/01/2019,LUX,3488,DUDELANGE,FRANCAIS,,,,,ECOLE,18,20
27/01/2019,LUX,5433,NIEDERDONVEN,LUXEMBOURGEOIS,,,,,ECOLE,33,51
27/01/2019,LUX,4740,PETANGE,LUXEMBOURGEOIS,,,,,ECOLE,9,5.1
27/01/2019,LUX,4926,BASCHARAGE,LUXEMBOURGEOIS,,,,,ECOLE,9,6.1
27/01/2019,LUX,1455,LUXEMBOURG,LUXEMBOURGEOIS,,,,,ECOLE,19,24.3
27/01/2019,LUX,8010,STRASSEN,LUXEMBOURGEOIS,,,,,ECOLE,20,26
27/01/2019,LUX,2628,LUXEMBOURG,ANGLAIS,ALLEMAND,,,,ECOLE,19,24.3
27/01/2019,LUX,7255,HELMSANGE,LUXEMBOURGEOIS,,,,,ECOLE,26,34
02/02/2019,BEL,6700,ARLON,ANGLAIS,LUXEMBOURGEOIS,,,,ECOLE,30,26.3
02/02/2019,DEU,54298,EISENACH,ALLEMAND,ANGLAIS,,,,ECOLE,51,80.2
02/02/2019,LUX,4750,PETANGE,LUXEMBOURGEOIS,PORTUGAIS,,,,ECOLE,9,5
03/02/2019,LUX,4979,K랤RJENG,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,16,11.6
03/02/2019,LUX,8612,PRATZ,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,47,39.9
03/02/2019,LUX,4750,PETANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,10,5
08/02/2019,LUX,8024,STRASSEN,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,28,21
09/02/2019,LUX,4505,NIEDERKORN,LUXEMBOURGEOIS,,,,,ECOLE,5,1
10/02/2019,LUX,5825,FENTANGE,FRANCAIS,ITALIEN,,,,ECOLE,22,26
10/02/2019,LUX,4261,ESCH-SUR-ALZETTE ,LUXEMBOURGEOIS,,,,,ECOLE,13,11
10/02/2019,LUX,2233,LUXEMBOURG,LUXEMBOURGEOIS,,,,,ECOLE,17,24
12/02/2019,FRA,54400,LONGWY,ANGLAIS,FRANCAIS,,,,ECOLE,24,20.5
14/02/2019,FRA,57480,WALDWISSE,FRANCAIS,,,,,ECOLE,45,51.2
15/02/2019,FRA,57100,THIONVILLE,FRANCAIS,,,,,ECOLE,32,41
16/02/2019,LUX,4886,LAMADELAINE,FRANCAIS,PORTUGAIS,LUXEMBOURGEOIS,,,ECOLE,11,6.4
17/02/2019,LUX,9942,BASBELLAIN,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,80,105
17/02/2019,LUX,1530,LUXEMBOURG,ALLEMAND,ANGLAIS,LUXEMBOURGEOIS,,,ECOLE,24,27.8
18/02/2019,LUX,1716,LUXEMBOURG,ANGLAIS,FRANCAIS,LUXEMBOURGEOIS,,,ECOLE,29,27
18/02/2019,FRA,54310,HOMECOURT,ANGLAIS,FRANCAIS,,,,ECOLE,47,45.2
18/02/2019,LUX,2624,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,27,32.1
19/02/2019,LUX,3330,CRAUTHEM,ESPAGNOL,FRANCAIS,,,,ECOLE,24,26.7
20/02/2019,FRA,54400,COSNES-ET-ROMAINS,ANGLAIS,FRANCAIS,,,,ECOLE,28,23.3
20/02/2019,LUX,4951,K랤RJENG,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,12,6.6
20/02/2019,LUX,3324,BIVANGE,ANGLAIS,AFRIKAANS,,,,ECOLE,24,26.7
21/02/2019,LUX,8025,STRASSEN,FRANCAIS,,,,,ECOLE,23,26.3
23/02/2019,LUX,4844,RODANGE,LUXEMBOURGEOIS,,,,,ECOLE,15,8.2
23/02/2019,FRA,13005,MARSEILLE,FRANCAIS,,,,,ECOLE,,
24/02/2019,LUX,6926,FLAXWEILER,LUXEMBOURGEOIS,,,,,ECOLE,30,48
24/02/2019,LUX,8011,STRASSEN,FRANCAIS,,,,,ECOLE,21,27
28/02/2019,LUX,5433,FLAXWEILER,ANGLAIS,LUXEMBOURGEOIS,FRANCAIS,,,ECOLE,38,52
03/03/2019,LUX,8353,GARNICH,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,19,14
03/03/2019,LUX,6917,ROODT-SUR-SYRE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,33,45.6
03/03/2019,LUX,3739,RUMELANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,19,20.2
06/03/2019,LUX,8358,KOERICH,FRANCAIS,PORTUGAIS,,,,ECOLE,27,21
06/03/2019,LUX,4671,OBERKORN,LUXEMBOURGEOIS,,,,,ECOLE,5,1.3
09/03/2019,LUX,1469,LUXEMBOURG,FRANCAIS,ITALIEN,,,,ECOLE,26,27
10/03/2019,LUX,5405,SCHENGEN,LUXEMBOURGEOIS,,,,,ECOLE,29,39
10/03/2019,FRA,57290,FAMECK,ARABE,FRANCAIS,,,,ECOLE,33,39
10/03/2019,LUX,4888,LAMADELEINE,LUXEMBOURGEOIS,,,,,ECOLE,12,6.9
14/03/2019,LUX,5534,REMICH,FRANCAIS,ITALIEN,,,,ECOLE,35,40
16/03/2019,LUX,8323,OLM,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,24,32.4
16/03/2019,LUX,8450,STEINFORT,ALLEMAND,LUXEMBOURGEOIS,FRANCAIS,,,ECOLE,28,19.1
17/03/2019,LUX,3249,BETTEMBOURG,ANGLAIS,ALLEMAND,FRANCAIS,,,ECOLE,21,24.4
17/03/2019,LUX,8261,MAMER,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,26,19.4
23/03/2019,LUX,1457,LUXEMBOURG,FRANCAIS,ESPAGNOL,,,,ECOLE,28,29
24/03/2019,LUX,3320,BERCHEM,FRANCAIS,ROUMAIN,LUXEMBOURGEOIS,,,ECOLE,20,26
24/03/2019,LUX,5252,SANDWEILER,LUXEMBOURGEOIS,,,,,ECOLE,24,33
26/03/2019,LUX,8232,MAMER,LUXEMBOURGEOIS,,,,,ECOLE,25,18
28/03/2019,LUX,8352,DALHEM,LUXEMBOURGEOIS,,,,,ECOLE,19,13.4
30/03/2019,LUX,1550,LUXEMBOURG,ANGLAIS,FRANCAIS,,,,ECOLE,27,26.3
31/03/2019,LUX,1255,LUXEMBOURG,ANGLAIS,ALLEMAND,,,,ECOLE,21,24.9
31/03/2019,FRA,2343,LUXEMBOURG,RUSSE,ANGLAIS,,,,ECOLE,25,32.3
31/03/2019,DEU,52074,AACHEN,ANGLAIS,ALLEMAND,,,,ECOLE,80,198
31/03/2019,LUX,1918,LUXEMBOURG,ANGLAIS,ITALIEN,,,,ECOLE,30,31.5
02/04/2019,LUX,7230,HELMSANGE,FRANCAIS,,,,,ECOLE,35,32
06/04/2019,LUX,1233,LUXEMBOURG,LUXEMBOURGEOIS,,,,,ECOLE,25,26
06/04/2019,LUX,6235,JUNGLINSTER,LUXEMBOURGEOIS,,,,,ECOLE,35,49
07/04/2019,LUX,1159,LUXEMBOURG,FRANCAIS,LITUANIEN,,,,ECOLE,24,34
07/04/2019,LUX,6189,GONDERANGE,LUXEMBOURGEOIS,ESPAGNOL,,,,ECOLE,29,42
07/04/2019,LUX,1272,LUXEMBOURG,FRANCAIS,,,,,ECOLE,28,35
07/04/2019,LUX,4423,SOLEUVRE,LUXEMBOURGEOIS,,,,,ECOLE,5,2.8
07/04/2019,LUX,3442,DUDELANGE,LUXEMBOURGEOIS,ESPAGNOL,,,,ECOLE,19,18.3
08/04/2019,LUX,9190,VICHTEN,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,51,60.4
08/04/2019,LUX,1218,LUXEMBOURG,FRANCAIS,,,,,ECOLE,23,24.4
08/04/2019,LUX,3449,DUDELANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,19,19.1
09/04/2019,LUX,5898,SYREN,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,32,34.4
09/04/2019,LUX,8350,GARNICH,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,21,14.3
09/04/2019,LUX,1459,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,ECOLE,34,27.1
10/04/2019,FRA,57950,MONTIGNY-LES-METZ,ANGLAIS,FRANCAIS,,,,ECOLE,54,72.1
10/04/2019,LUX,1230,LUXEMBOURG,ANGLAIS,FRANCAIS,,,,ECOLE,20,24.1
10/04/2019,LUX,8224,MAMER,CHINOIS,FRANCAIS,LUXEMBOURGEOIS,,,ECOLE,27,18.3
10/04/2019,LUX,1617,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,23,25
10/04/2019,LUX,1145,LUXEMBOURG,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,23,24.7
10/04/2019,BEL,6791,AUBANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,18,10.2
11/04/2019,LUX,3675,KAYL,LUXEMBOURGEOIS,,,,,ECOLE,19,16
11/04/2019,LUX,6831,BERBOURG,LUXEMBOURGEOIS,,,,,ECOLE,45,57
11/04/2019,LUX,5328,MEDINGEN,LUXEMBOURGEOIS,,,,,ECOLE,36,38
12/04/2019,LUX,9830,MERSCHEID,LUXEMBOURGEOIS,,,,,ECOLE,6,86
12/04/2019,LUX,8351,DALHEM,LUXEMBOURGEOIS,,,,,ECOLE,18,13
12/04/2019,LUX,3490,DUDELANGE,LUXEMBOURGEOIS,PORTUGAIS,,,,ECOLE,26,20
13/04/2019,LUX,5899,SYREN,FRANCAIS,ANGLAIS,,,,ECOLE,30,34.4
13/04/2019,LUX,3554,DUDELANGE,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,20,23.2
13/04/2019,FRA,57270,UCKANGE,FRANCAIS,,,,,ECOLE,39,45.2
14/04/2019,LUX,7330,HEISDORF,ANGLAIS,FRANCAIS,,,,ECOLE,30,35.6
14/04/2019,LUX,5670,ALTWIES,FRANCAIS,ITALIEN,,,,ECOLE,23,32
15/04/2019,LUX,6834,BIWER,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,42,53.6
16/04/2019,LUX,8021,STRASSEN,ANGLAIS,HEBREU,FRANCAIS,,,ECOLE,25,26.4
16/04/2019,BEL,6780,MESSANCY,ANGLAIS,FRANCAIS,,,,ECOLE,26,17.1
17/04/2019,LUX,4924,HAUTSCHARAGE,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,12,6.8
17/04/2019,LUX,9740,BOEVANGE,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,61,100
17/04/2019,LUX,4975,BETTANGE-SUR-MESS,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,17,13
17/04/2019,FRA,57100,THIONVILLE,ANGLAIS,FRANCAIS,,,,ECOLE,42,40.7
17/04/2019,LUX,3840,SCHIFFLANGE,FRANCAIS,PORTUGAIS,,,,ECOLE,14,12.4
17/04/2019,LUX,4306,ESCH-SUR-ALZETTE ,FRANCAIS,ALLEMAND,FRANCAIS,,,ECOLE,15,8.3
17/04/2019,LUX,1870,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,21,22.2
17/04/2019,LUX,8214,MAMER,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,26,17.4
18/04/2019,LUX,4999,SPRINKANGE,ANGLAIS,CHINOIS,,,,ECOLE,17,10.2
19/04/2019,LUX,8048,STRASSEN,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,26,25.6
20/04/2019,LUX,4651,DIFFERDANGE,FRANCAIS,TURQUE,,,,ECOLE,10,1
25/04/2019,LUX,5331,MOUTFORT,ALLEMAND,ANGLAIS,,,,ECOLE,30,35
27/04/2019,LUX,4570,DIFFERDANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,4,2.3
28/04/2019,LUX,4033,ESCH-SUR-ALZETTE ,ANGLAIS,ITALIEN,,,,ECOLE,14,8.7
28/04/2019,LUX,4408,SANEM,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,9,5.1
28/04/2019,LUX,4733,PETANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,7,4.5
28/04/2019,FRA,57440,ANGEVILLERS,FRANCAIS,,,,,ECOLE,31,30.4
28/04/2019,LUX,4397,PONTPIERRE,SERBE,LUXEMBOURGEOIS,,,,ECOLE,14,14.4
01/05/2019,LUX,4842,RODANGE,ESPAGNOL,PORTUGAIS,FRANCAIS,,,ECOLE,16,8.9
01/05/2019,LUX,8080,BERTRANGE,ANGLAIS,FRANCAIS,,,,ECOLE,19,24.7
01/05/2019,LUX,5373,SCHUTTRANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,31,38.8
01/05/2019,LUX,5376,SCHUTTRANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,31,41
01/05/2019,LUX,3672,KAYL,FRANCAIS,BOSNIAQUE,,,,ECOLE,16,16.9
02/05/2019,LUX,4055,ESCH-SUR-ALZETTE ,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,13,9.5
04/05/2019,LUX,2121,LUXEMBOURG,LUXEMBOURGEOIS,,,,,ECOLE,28,31
05/05/2019,FRA,57600,FORBACH,FRANCAIS,,,,,ECOLE,69,109
05/05/2019,LUX,1255,LUXEMBOURG,ALLEMAND,,,,,ECOLE,20,25
05/05/2019,LUX,2611,LUXEMBOURG,FRANCAIS,PORTUGAIS,,,,ECOLE,20,27
05/05/2019,LUX,4731,PETANGE,ALLEMAND,LUXEMBOURGEOIS,FRANCAIS,,,ECOLE,10,7
05/05/2019,FRA,57570,MONDORFF,FRANCAIS,,,,,ECOLE,24,33
09/05/2019,LUX,4350,ESCH-SUR-ALZETTE ,FRANCAIS,,,,,ECOLE,17,8.7
09/05/2019,LUX,3235,BETTEMBOURG,FRANCAIS,SERBE,,,,ECOLE,21,23
09/05/2019,LUX,5892,ALZINGEN,LUXEMBOURGEOIS,,,,,ECOLE,29,25
09/05/2019,LUX,5451,STADTBREDIMUS,LUXEMBOURGEOIS,,,,,ECOLE,36,42
09/05/2019,LUX,4657,DIFFERDANGE,LUXEMBOURGEOIS,,,,,ECOLE,4,1.2
09/05/2019,LUX,4613,DIFFERDANGE,LUXEMBOURGEOIS,,,,,ECOLE,4,1.2
11/05/2019,LUX,1526,LUXEMBOURG,COMORIEN,FRANCAIS,,,,ECOLE,25,26.1
11/05/2019,LUX,5956,ITZIG,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,30,27.8
11/05/2019,LUX,6772,GREVENMACHER,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,40,59.1
12/05/2019,LUX,1208,LUXEMBOURG,ANGLAIS,GRECQUE,,,,ECOLE,30,29.2
12/05/2019,LUX,5750,FRISANGE,ANGLAIS,FRANCAIS,,,,ECOLE,20,27.1
12/05/2019,LUX,3879,SCHIFFLANGE,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,14,13.4
12/05/2019,LUX,8390,NOSPELT,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,32,23.9
12/05/2019,LUX,3412,DUDELANGE,FRANCAIS,PORTUGAIS,LUXEMBOURGEOIS,,,ECOLE,21,21.3
18/05/2019,LUX,4108,ESCH-SUR-ALZETTE ,LUXEMBOURGEOIS,,,,,ECOLE,13,8
18/05/2019,LUX,8092,BERTRANGE,FRANCAIS,ESPAGNOL,,,,ECOLE,26,20
18/05/2019,LUX,3598,DUDELANGE,LUXEMBOURGEOIS,,,,,ECOLE,19,21
19/05/2019,LUX,4211,ESCH-SUR-ALZETTE ,LUXEMBOURGEOIS,,,,,ECOLE,11,8
19/05/2019,LUX,2167,LUXEMBOURG,FRANCAIS,HONGROIS,,,,ECOLE,26,34
19/05/2019,LUX,3324,BIVANGE,LUXEMBOURGEOIS,,,,,ECOLE,22,25
26/05/2019,FRA,54730,LONGWY,FRANCAIS,,,,,ECOLE,30,30
27/05/2019,LUX,6917,ROODT-SUR-SYRE,FRANCAIS,ANGLAIS,,,,ECOLE,38,45
27/05/2019,LUX,8317,OLM,FRANCAIS,PORTUGAIS,,,,ECOLE,27,32
28/05/2019,LUX,5670,ALTWIES,LUXEMBOURGEOIS,PORTUGAIS,,,,ECOLE,25,32
28/05/2019,LUX,5447,SCHWEBSINGEN,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,33,45
28/05/2019,LUX,9155,GROSBOUS,FRANCAIS,PORTUGAIS,LUXEMBOURGEOIS,,,ECOLE,55,47
28/05/2019,LUX,1260,LUXEMBOURG,ALLEMAND,FRANCAIS,,,,ECOLE,30,28
28/05/2019,LUX,3938,MONDERCANGE,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,15,10
28/05/2019,LUX,3985,PISSANGE,ALLEMAND,LUXEMBOURGEOIS,FRANCAIS,,,ECOLE,13,11
28/05/2019,LUX,3560,DUDELANGE,ANGLAIS,LUXEMBOURGEOIS,,,,ECOLE,20,20
29/05/2019,LUX,4463,SANEM,ANGLAIS,PERSAN,LUXEMBOURGEOIS,,,ECOLE,7,4
30/05/2019,LUX,6970,HOSTERT,FRANCAIS,GRECQUE,,,,ECOLE,31,39
30/05/2019,LUX,6188,GONDERANGE,ANGLAIS,ITALIEN,,,,ECOLE,32,42
30/05/2019,LUX,1928,LUXEMBOURG,ITALIEN,ANGLAIS,,,,ECOLE,30,27
30/05/2019,LUX,4924,HAUTSCHARAGE,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,15,8
31/05/2019,FRA,8240,HARRICOURT,FRANCAIS,,,,,ECOLE,92,86.7
31/05/2019,LUX,4122,ESCH-SUR-ALZETTE ,FRANCAIS,PORTUGAIS,,,,ECOLE,18,10.8
01/06/2019,LUX,4910,HAUTSCHARAGE,LUXEMBOURGEOIS,,,,,ECOLE,12,7
09/06/2019,LUX,4771,PETANGE,LUXEMBOURGEOIS,PORTUGAIS,,,,ECOLE,10,6
09/06/2019,LUX,6962,NIEDERANVEN,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,32,47
11/06/2019,LUX,3371,LEUDELANGE,LUXEMBOURGEOIS,,,,,ECOLE,21,16
12/06/2019,LUX,57000,METZ,FRANCAIS,,,,,ECOLE,49,64
15/06/2019,FRA,54260,TELLANCOURT,ESPAGNOL,FRANCAIS,,,,ECOLE,41,39
15/06/2019,LUX,6944,NIEDERANVEN,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,35,41
15/06/2019,LUX,2210,LUXEMBOURG,ANGLAIS,FRANCAIS,,,,ECOLE,23,27
18/06/2019,LUX,3831,RODANGE,FRANCAIS,,,,,ECOLE,16,13
19/06/2019,LUX,4445,SANEM,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,11,6
20/06/2019,BRA,03123070,SAO PAOLO,ANGLAIS,PORTUGAIS,,,,ECOLE,,
22/06/2019,LUX,5551,REMICH,LUXEMBOURGEOIS,,,,,ECOLE,27,39
26/06/2019,LUX,4395,PONTPIERRE,FRANCAIS,PORTUGAIS,,,,ECOLE,14,15
29/06/2019,LUX,8395,SEPTFONTAINES,LUXEMBOURGEOIS,,,,,ECOLE,32,25
01/07/2019,DEU,54634,ALBACH,ANGLAIS,,,,,ECOLE,63,95
06/07/2019,LUX,4631,DIFFERDANGE,FRANCAIS,ANGLAIS,,,,ECOLE,5,2
09/07/2019,FRA,57050,LORRY-LES-METZ,ANGLAIS,FRANCAIS,,,,ECOLE,56,65
12/07/2019,LUX,5423,GORCY,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,32,27
13/07/2019,LUX,6212,CONSDORF,LUXEMBOURGEOIS,,,,,ECOLE,23,27
13/07/2019,FRA,57480,SIERCK- LES-BAINS,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,40,51
13/07/2019,LUX,6830,BERBOURG,LUXEMBOURGEOIS,,,,,ECOLE,39,58
15/07/2019,LUX,7430,FISCHBACH,LUXEMBOURGEOIS,DANOIS,,,,ECOLE,46,53
15/07/2019,LUX,8479,EISCHEN,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,31,30
15/07/2019,LUX,1254,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,22,24
17/07/2019,LUX,4815,RODANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,12,8
19/07/2019,LUX,4396,PONTPIERRE,LUXEMBOURGEOIS,,,,,ECOLE,15,15
19/07/2019,LUX,4735,PETANGE,FRANCAIS,PORTUGAIS,,,,ECOLE,11,7
20/07/2019,LUX,8079,BERTRANGE,FRANCAIS,ROUMAIN,,,,ECOLE,22,19
20/07/2019,LUX,4720,PETANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,10,7
26/07/2019,USA,80134,PARKER - COLORADO,ESPAGNOL,ANGLAIS,,,,ECOLE,,
27/07/2019,LUX,4795,LINGER,LUXEMBOURGEOIS,,,,,ECOLE,12,6
28/07/2019,LUX,5772,WEILER LA TOUR,LUXEMBOURGEOIS,,,,,ECOLE,25,31
28/07/2019,LUX,5370,SCHUTTRANGE,LUXEMBOURGEOIS,,,,,ECOLE,29,42
29/07/2019,LUX,5465,WALDBREDIMUS,ANGLAIS,ALLEMAND,,,,ECOLE,32,37
31/07/2019,LUX,4408,SANEM,ANGLAIS,AMHARIQUE,,,,ECOLE,9,5
01/08/2019,LUX,5330,MOUTFORT,ALLEMAND,FRANCAIS,LUXEMBOURGEOIS,,,ECOLE,31,37
02/08/2019,LUX,3211,BETTEMBOURG,ALLEMAND,LUXEMBOURGEOIS,FRANCAIS,,,ECOLE,19,20
04/08/2019,LUX,3450,DUDELANGE,LUXEMBOURGEOIS,ALLEMAND,,,,ECOLE,19,23
04/08/2019,FRA,57100,THIONVILLE,FRANCAIS,,,,,ECOLE,31,42
06/08/2019,FRA,57155,METZ,FRANCAIS,,,,,ECOLE,65,86
06/08/2019,DEU,54662,SPEICHER,ANGLAIS,,,,,ECOLE,68,98
06/08/2019,LUX,6990,RAMELDANGE,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,31,39
06/08/2019,LUX,7778,BISSEN,LUXEMBOURGEOIS,,,,,ECOLE,40,55
07/08/2019,LUX,4575,DIFFERDANGE,LUXEMBOURGEOIS,,,,,ECOLE,3,2
07/08/2019,LUX,3324,BIVANGE,LUXEMBOURGEOIS,,,,,ECOLE,21,26
07/08/2019,LUX,4810,RODANGE,LUXEMBOURGEOIS,,,,,ECOLE,12,8
10/08/2019,LUX,4444,SANEM,FRANCAIS,PORTUGAIS,,,,ECOLE,9,5
10/08/2019,LUX,1663,LUXEMBOURG,ANGLAIS,FRANCAIS,,,,ECOLE,22,26
11/08/2019,LUX,4525,DIFFERDANGE,ALLEMAND,LUXEMBOURGEOIS,,,,ECOLE,5,2
11/08/2019,FRA,57570,EVRANGE,FRANCAIS,,,,,ECOLE,20,26
11/08/2019,LUX,4883,PETANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,15,7
11/08/2019,LUX,6255,BECH,LUXEMBOURGEOIS,,,,,ECOLE,41,52
12/08/2019,LUX,8151,BRIDEL,ANGLAIS,RUSSE,,,,ECOLE,26,31
