DATE,PAYS,CODE_POSTAL,LOCALITE,LANGUE_MATERNELLE,LANGUE_VEHICULAIRE,COMMENT_NOUS_AVEZ_VOUS_DECOUVERT,MIN,KM
07/07/2019,FRA,57530,VILLERS-STONCOURT,FRANCAIS,ANGLAIS,GOOGLE,67,82
08/07/2019,LUX,SAIS PAS,LUXEMBOURG,COREEN,ANGLAIS,GOOGLE,,
09/07/2019,FRA,55100,VERDUN,ROUMAIN,FRANCAIS,GOOGLE,78,76
11/07/2019,BEL,6120,NALINNES,FRANCAIS,ANGLAIS,GOOGLE,123,182
11/07/2019,DEU,20146,HAMBOURG,ALLEMAND,ANGLAIS,GOOGLE,,
11/07/2019,BEL,2240,LUXEMBOURG,NERLANDAIS,ALLEMAND,GOOGLE,27,26
11/07/2019,NLD,5245 CD,ROSMALEN,NERLANDAIS,ANGLAIS,GOOGLE,202,319
11/07/2019,FRA,57320,BRETTNACH,FRANCAIS,ANGLAIS,GOOGLE,60,69
12/07/2019,FRA,54190,BREHAIN-LA-VILLE,FRANCAIS,ANGLAIS,GOOGLE,26,16
12/07/2019,DEU,66706,PERL,ALLEMAND,ANGLAIS,GOOGLE,46,45
13/07/2019,LUX,5755,FRISANGE,POLONAIS,FRANCAIS,GOOGLE,21,27
13/07/2019,FRA,54720,CUTRY,FRANCAIS,FRANCAIS,GOOGLE,22,18
13/07/2019,FRA,54350,MONT-ST-MARTIN,FRANCAIS,FRANCAIS,GOOGLE,21,14
14/07/2019,LUX,1215,LUXEMBOURG,ALLEMAND,ALLEMAND,GOOGLE,19,25
14/07/2019,FRA,54730,GORCY,FRANCAIS,FRANCAIS,GOOGLE,26,24
14/07/2019,LUX,4408,BELVAUX,ITALIEN,FRANCAIS,GOOGLE,5.1,8
14/07/2019,FRA,52000,CHAUMONT,FRANCAIS,FRANCAIS,GOOGLE,162,260
15/07/2019,FRA,57190,FLORANGE,FRANCAIS,FRANCAIS,GOOGLE,37,39
15/07/2019,DEU,66740,SAARLOUIS,ALLEMAND,ANGLAIS,GOOGLE,53,82
16/07/2019,LUX,5367,SCHUTTRANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,34,42
16/07/2019,LUX,7371,HELMDANGE,ALLEMAND,LUXEMBOURGEOIS,GOOGLE,37,38
16/07/2019,FRA,59480,MOTTELETTE,FRANCAIS,ANGLAIS,GOOGLE,187,320
16/07/2019,NLD,NO71410 ,AMSTERDAM,ANGLAIS,ANGLAIS,GOOGLE,256,409
16/07/2019,FRA,57540,PETITE-ROSSELLE,FRANCAIS,FRANCAIS,GOOGLE,78,99
17/07/2019,LUX,3377,LEUDELANGE,ESPAGNOL,ANGLAIS/FRANCAIS,GOOGLE,21,17
17/07/2019,FRA,57330,HETTANGE-GRANDE,FRANCAIS,ANGLAIS,GOOGLE,35,29
17/07/2019,FRA,54730,GORCY,FRANCAIS,FRANCAIS,GOOGLE,37,30
17/07/2019,FRA,54590,HUSS,FRANCAIS,FRANCAIS,GOOGLE,27,10
17/07/2019,FRA,68660,ROMBACH-LE-FRANC,FRANCAIS,FRANCAIS,GOOGLE,158,238
17/07/2019,FRA,63000,CLERMONT,FRANCAIS,ANGLAIS,GOOGLE,,
19/07/2019,BEL,1200,BRUXELLES,ANGLAIS,ANGLAIS,GOOGLE,131,208
19/07/2019,NLD,2241VP,WASSENAAR,ANGLAIS,ANGLAIS,GOOGLE,238,385
20/07/2019,BEL,6700,ARLON,FRANCAIS/UKRAINIEN,ANGLAIS,GOOGLE,31,23
23/07/2019,LUX,SAIS PAS,DUDELANGE,FRANCAIS,ITALIEN,GOOGLE,21,13
24/07/2019,CHE,1624,GRATTAVACHE,FRANCAIS,ANGLAIS,GOOGLE,,
24/07/2019,NLD,8401,GORREDIJK,NERLANDAIS,ANGLAIS,GOOGLE,,
25/07/2019,FRA,55100,BEAUMONT - EN - VERDUNOIS,FRANCAIS,ANGLAIS,GOOGLE,77,75
26/07/2019,LUX,9053,ETTELBRUCK,FRANCAIS,FRANCAIS,GOOGLE,51,62
27/07/2019,DEU,82110,GERMERING,ALLEMAND,ALLEMAND,GOOGLE,318,518
27/07/2019,BEL,5170,PROFONDEVILLE,FRANCAIS,FRANCAIS,GOOGLE,96,150
27/07/2019,LUX,7157,MERSCH,ANGLAIS,FRANCAIS,GOOGLE,35,43
27/07/2019,NLD,2613HL,DELFT,HOLLANDAIS,ANGLAIS,GOOGLE,210,366
27/07/2019,LUX,8507,REDANGE,ANGLAIS,ANGLAIS,GOOGLE,41,34
27/07/2019,BEL,6790,AUBANGE,FRANCAIS,ANGLAIS,GOOGLE,17,12
27/07/2019,LUX,1232,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,GOOGLE,21,26
27/07/2019,FRA,54860,HAUCOURT-MOULAINE,FRANCAIS,FRANCAIS,GOOGLE,16,13
27/07/2019,NLD,3925LW,SCHERPENZEEL,NERLANDAIS,NERLANDAIS,GOOGLE,221,380
27/07/2019,LUX,3574,DUDELANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,16,19
27/07/2019,FRA,57390,AUDUN-LE-TICHE,MOLDAVE,FRANCAIS,GOOGLE,14,11
28/07/2019,LUX,5762,WEILER LA TOUR,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,25,32
28/07/2019,LUX,8237,MAMER,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,22,19
28/07/2019,FRA,57530,LEQUENEXY,FRANCAIS,FRANCAIS,GOOGLE,50,79
28/07/2019,LUX,7330,HEISDORF,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,29,36
28/07/2019,BEL,9900,BALGERHOEKE,NERLANDAIS,FRANCAIS,GOOGLE,179,293
28/07/2019,LUX,1236,LUXEMBOURG,CHINOIS,ANGLAIS,GOOGLE,19,23
29/07/2019,FRA,54310,HOMECOURT,FRANCAIS,FRANCAIS,GOOGLE,45,43
30/07/2019,DEU,55758,WISCHWEILER,ALLEMAND,ANGLAIS,GOOGLE,93,129
31/07/2019,NLD,6571 BD,BERG EN DAL,NERLANDAIS,ANGLAIS,GOOGLE,216,326
31/07/2019,LUX,8156,BRIDEL,CHINOIS,ANGLAIS,GOOGLE,25,31
01/08/2019,NLD,4872 RT,ETTEN-LEUR,NERLANDAIS,ANGLAIS,GOOGLE,,
01/08/2019,DEU,8340,SCHWAZENBERG,ALLEMAND,ANGLAIS,GOOGLE,,
02/08/2019,FRA,57290,EDANGE,FRANCAIS/LUXEMBOURGEOIS,FRANCAIS,GOOGLE,33,39
02/08/2019,DEU,55218,INGELHEIM AM RHEIN,ALLEMAND,ALLEMAND,GOOGLE,131,204
02/08/2019,GBR,GY57RF,CASTEL,ANGLAIS,FRANCAIS,GOOGLE,,
02/08/2019,FRA,76630,ENGLESQUEVILLE,FRANCAIS,FRANCAIS,GOOGLE,240,483
02/08/2019,DEU,66780,REHLINGEN-SIERSBURG,ALLEMAND,ANGLAIS,GOOGLE,45,76
02/08/2019,GBR,RH177AP,HAYWARDS HEATH,ANGLAIS,FRANCAIS,GOOGLE,,
02/08/2019,LUX,4797,LINGER,LUXEMBOURGEOIS,ALLEMAND,GOOGLE,9,5
02/08/2019,LUX,8021,MAMER,ROUMAIN,ANGLAIS/FRANCAIS,GOOGLE,23,18
04/08/2019,LUX,4108,ESCH-SUR-ALZETTE ,FRANCAIS,FRANCAIS,GOOGLE,11,8
04/08/2019,LUX,2535,LUXEMBOURG,ANGLAIS,FRANCAIS,GOOGLE,23,27
05/08/2019,LUX,4745,PETANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,10,7.1
05/08/2019,NLD,2285,DELFT,ANGLAIS,ANGLAIS,GOOGLE,220,367
06/08/2019,DEU,54294,TRIER,RUSSE,ALLEMAND,GOOGLE,51,67
06/08/2019,LUX,8116,BRIDEL,FRANCAIS,FRANCAIS,GOOGLE,24,31
06/08/2019,LUX,1117,LUXEMBOURG,LUXEMBOURGEOIS,FRANCAIS,GOOGLE,22,25
06/08/2019,NLD,5403AM,UDEN,NERLANDAIS,ALLEMAND,GOOGLE,193,318
06/08/2019,GBR,5573SH,THUNDERSLEY,ANGLAIS,ANGLAIS,GOOGLE,,
06/08/2019,AUT,9020,KLAGENFURT,ALLEMAND,ANGLAIS,GOOGLE,,
06/08/2019,DEU,70193,STUTTGART,ALLEMAND,ALLEMAND,GOOGLE,220,316
06/08/2019,LUX,6310,BEAUFORT,ALLEMAND,ALLEMAND,GOOGLE,52,63
07/08/2019,FRA,57390,AUDUN-LE-TICHE,FRANCAIS,FRANCAIS,GOOGLE,14,11
07/08/2019,NLD,5403AR,UDEN,NERLANDAIS,ANGLAIS,GOOGLE,190,318
07/08/2019,DEU,54329,KONZ,ALLEMAND,ALLEMAND,GOOGLE,50,66
07/08/2019,FRA,57970,YUTZ,FRANCAIS,FRANCAIS,GOOGLE,36,44
07/08/2019,BEL,6044,CHARLEROI,FRANCAIS,FRANCAIS,GOOGLE,119,194
07/08/2019,NLD,9785BH,ZUDWOLDE,FRANCAIS,NERLANDAIS,GOOGLE,313,534
07/08/2019,LUX,4043,ESCH-SUR-ALZETTE ,HINDI,ANGLAIS,GOOGLE,17,10
07/08/2019,DEU,54294,TRIER,ALLEMAND,ALLEMAND,GOOGLE,52,67
07/08/2019,LUX,7212,BERELDANGE,FRANCAIS,FRANCAIS,GOOGLE,27,33
07/08/2019,LUX,3382,NOERTZANGE,FRANCAIS,FRANCAIS,GOOGLE,15,16
07/08/2019,FRA,54400,LONGWY,FRANCAIS,FRANCAIS,GOOGLE,21,15
07/08/2019,DEU,54295,TRIER,ALLEMAND/FRANCAIS,FRANCAIS,GOOGLE,60,75
09/08/2019,LUX,5364,SCHUTTRANGE,ANGLAIS,FRANCAIS,GOOGLE,29,37
09/08/2019,LUX,3789,TETANGE,PORTUGAIS,FRANCAIS,GOOGLE,18,19
09/08/2019,LUX,5540,REMICH,FRANCAIS,LUXEMBOURGEOIS,GOOGLE,29,40
09/08/2019,FRA,57480,HUNTING,FRANCAIS,ANGLAIS,GOOGLE,37,51
10/08/2019,CHE,3970,SALGESCH,ALLEMAND,ANGLAIS,GOOGLE,,
10/08/2019,FRA,57570,ESLING,FRANCAIS,FRANCAIS,GOOGLE,19,26
10/08/2019,LUX,4650,DIFFERDANGE,LUXEMBOURGEOIS,ALLEMAND/FRANCAIS,GOOGLE,4,2
11/08/2019,BEL,6762,VIRTON,ESPAGNOL/FRANCAIS,FRANCAIS,GOOGLE,40,39
11/08/2019,LUX,8258,MAMER,ESPAGNOL,LUXEMBOURGEOIS,GOOGLE,23,20
12/08/2019,FRA,57730,LES TROIS MAISON,FRANCAIS,FRANCAIS,GOOGLE,85,117
12/08/2019,BEL,6840,NEUFCHATEAUX,FRANCAIS,FRANCAIS,GOOGLE,47,59
12/08/2019,LUX,2728,LUXEMBOURG,CHINOIS,ANGLAIS,GOOGLE,30,28
12/08/2019,LUX,8359,KOERICH,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,26,20
12/08/2019,LUX,2360,LUXEMBOURG,SLOVAQUE,ANGLAIS,GOOGLE,29,35
13/08/2019,FRA,57250,MOYEUVRE-GRANDE,FRANCAIS,FRANCAIS,GOOGLE,41,41
13/08/2019,FRA,57180,TERVILLE,FRANCAIS,FRANCAIS,GOOGLE,30,39
13/08/2019,LUX,3850,SCHIFFLANGE,RUSSE,LUXEMBOURGEOIS,GOOGLE,14,13
13/08/2019,LUX,4401,BELVAUX,RUSSE,LUXEMBOURGEOIS,GOOGLE,12,8
13/08/2019,LUX,1129,WALFERDANGE,FRANCAIS,FRANCAIS,GOOGLE,29,34
13/08/2019,FRA,57970,SAINT-LOUIS,FRANCAIS,FRANCAIS,GOOGLE,35,44
13/08/2019,BEL,6717,ATTERT,FRANCAIS,FRANCAIS,GOOGLE,37,36
13/08/2019,LUX,8096,BERTRANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,24,21
13/08/2019,LUX,7453,LINTGEN,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,35,46
15/08/2019,LUX,2146,LUXEMBOURG,SUEDOIS,FRANCAIS,GOOGLE,18,23
15/08/2019,LUX,1265,LUXEMBOURG,RUSSE,FRANCAIS,GOOGLE,19,24
15/08/2019,LUX,8080,BERTRANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,21,19
15/08/2019,LUX,4243,SOLEUVRE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,14,8
15/08/2019,LUX,6163,BOURGLINSTER,NERLANDAIS,ALLEMAND,GOOGLE,35,44
15/08/2019,FRA,57330,ZOUFTGEN,FRANCAIS,FRANCAIS,GOOGLE,27,33
16/08/2019,FRA,8310,JUNIVILLE,FRANCAIS,FRANCAIS,GOOGLE,101,143
16/08/2019,LUX,6210,CONSDORF,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,42,55
16/08/2019,FRA,57970,SAINT-LOUIS,FRANCAIS,FRANCAIS,GOOGLE,35,44
16/08/2019,LUX,4580,DIFFERDANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,4,2
17/08/2019,NLD,3295,GRAVENDEEL,ANGLAIS,ANGLAIS,GOOGLE,185,327
17/08/2019,DEU,75334,KARLSRUHENL,ALLEMAND,ALLEMAND,GOOGLE,179,265
17/08/2019,LUX,8020,STRASSEN,ANGLAIS,FRANCAIS,GOOGLE,23,26
17/08/2019,LUX,2311,LUXEMBOURG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,28,28
17/08/2019,NLD,4243,NIEUWLAND,ANGLAIS,ANGLAIS,GOOGLE,195,345
17/08/2019,LUX,6616,WASSERBILLIG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,39,59
17/08/2019,NLD,6014RD,ITTERVOORT,NERLANDAIS,ANGLAIS,GOOGLE,146,237
17/08/2019,BEL,6700,ARLON,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,33,29
17/08/2019,LUX,3321,BERCHEM,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,20,26
17/08/2019,LUX,8381,KLEINBETTINGEN,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,22,16
18/08/2019,FRA,10510,POUSSEY,FRANCAIS,FRANCAIS,GOOGLE,173,258
18/08/2019,LUX,3543,DUDELANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,16,19
18/08/2019,LUX,1747,LUXEMBOURG,ITALIEN,LUXEMBOURGEOIS,GOOGLE,22,31
18/08/2019,FRA,57950,MONTIGNY-SUR-LES-METS,FRANCAIS,FRANCAIS,GOOGLE,47,71
18/08/2019,LUX,1363,LUXEMBOURG,ROUMAIN,FRANCAIS,GOOGLE,20,26
18/08/2019,DEU,66793,SARREVAILINGUE,ALLEMAND,ALLEMAND,GOOGLE,52,86
18/08/2019,DEU,54200,VOLKLINGEN,ALLEMAND,ALLEMAND,GOOGLE,58,97
19/08/2019,LUX,3863,SCHIFFLANGE,FRANCAIS,FRANCAIS,GOOGLE,15,14
19/08/2019,LUX,8258,MAMER,FRANCAIS,FRANCAIS,GOOGLE,24,20
19/08/2019,LUX,8272,MAMER,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,25,20
19/08/2019,LUX,9235,DIEKIRCH,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,49,67
19/08/2019,LUX,5812,FENTANGE,ANGLAIS,ANGLAIS,GOOGLE,30,28
20/08/2019,FRA,O6330,ROQUEFORT-LES-PINS,FRANCAIS,FRANCAIS,GOOGLE,,
20/08/2019,LUX,4370,BELVAUX,FRANCAIS,FRANCAIS,GOOGLE,8,5
24/08/2019,GBR,WS138AN,LICHFIELD,ANGLAIS,FRANCAIS/NERLANDAIS,GOOGLE,,
25/08/2019,NLD,3043 BT,ROTTERDAM,NERLANDAIS,ANGLAIS,GOOGLE,,
30/08/2019,LUX,1858,LUXEMBOURG,RUSSE,ANGLAIS,GOOGLE,31,33
31/08/2019,FRA,08130,CHARBANGE,FRANCAIS,FRANCAIS,GOOGLE,152,166
31/08/2019,LUX,1464,LUXEMBOURG,FRANCAIS,ANGLAIS,GOOGLE,20,23
31/08/2019,FRA,57050,METZ,FRANCAIS,ANGLAIS,GOOGLE,51,65
31/08/2019,FRA,57100,THIONVILLE,FRANCAIS,ARABE,GOOGLE,36,41
02/09/2019,LUX,9233,DIEKIRCH,LUXEMBOURGEOIS,PORTUGAIS,GOOGLE,54,67
05/09/2019,LUX,4113,ESCH-SUR-ALZETTE ,LUXEMBOURGEOIS,FRANCAIS,GOOGLE,12,10
07/09/2019,LUX,9122,SCHIEREN,LUXEMBOURGEOIS,ALLEMAND,GOOGLE,43,62
08/09/2019,FRA,57070,METZ,FRANCAIS,ANGLAIS,GOOGLE,48,69
11/09/2019,LUX,8150,BRIDEL,LUXEMBOURGEOIS,LUXEMBOURGEOIS,GOOGLE,32,32
14/09/2019,FRA,54440,HERSERANGE,FRANCAIS,ANGLAIS,GOOGLE,15,13
14/09/2019,LUX,3750,RUMELANGE,LUXEMBOURGEOIS,FRANCAIS,GOOGLE,20,20
14/09/2019,FRA,75019,PARIS,FRANCAIS,ANGLAIS,GOOGLE,216,347
14/09/2019,FRA,54920,MORFONTAINE,PORTUGAIS,ESPAGNOL/FRANCAIS,GOOGLE,20,15
15/09/2019,LUX,1143,LUXEMBOURG,ALLEMAND,ANGLAIS,GOOGLE,20,24
15/09/2019,DEU,66793,SAARWELLINGEN,RUSSE,ALLEMAND,GOOGLE,60,90
17/09/2019,CHE,6382,OBERDORF,FRANCAIS,ALLEMAND,GOOGLE,,
21/09/2019,DEU,66879,STEINWENDEN,ANGLAIS,ESPAGNOL/FRANCAIS,GOOGLE,96,165
21/09/2019,DEU,66740,SAARLOUIS,KANAR,FRANCAIS,GOOGLE,59,83
22/09/2019,GBR,KY12 7XZ,DUNFERMLINE,ANGLAIS,FRANCAIS,GOOGLE,,
25/09/2019,DEU,41515,GREVENBROICH,CHINOIS,ALLEMAND/ANGLAIS,GOOGLE,,
27/09/2019,LUX,8808,ARSDORF,ALLEMAND,FRANCAIS,GOOGLE,52,52
28/09/2019,LUX,1912,LUXEMBOURG,ANGLAIS,CROATE,GOOGLE,25,34
01/10/2019,FRA,57390,AUDUN-LE-TICHE,FRANCAIS,FRANCAIS,GOOGLE,16,11
01/10/2019,LUX,2432,LUXEMBOURG,ARABE,FRANCAIS,GOOGLE,23,23
02/10/2019,LUX,6743,GREVENMACHER,ALLEMAND,LUXEMBOURGEOIS,GOOGLE,40,53
02/10/2019,DEU,56269,DIERDORF,ALLEMAND,ANGLAIS,GOOGLE,150,233
05/10/2019,BEL,6791,ATHUS,FRANCAIS,ANGLAIS,GOOGLE,16,10
05/10/2019,FRA,57970,YUTZ,FRANCAIS,ANGLAIS,GOOGLE,46,58
05/10/2019,LUX,4340,ESCH-SUR-ALZETTE ,FRANCAIS,ANGLAIS,GOOGLE,14,9
06/10/2019,DEU,75382,ALTHENGSTETT,ALLEMAND,ANGLAIS,GOOGLE,,
06/10/2019,ITA,21022,VARESE,ITALIEN,ANGLAIS,GOOGLE,,
06/10/2019,FRA,8000, CHARLEVILLE-MEZIERES,FRANCAIS,ANGLAIS,GOOGLE,94,137
06/10/2019,LUX,7216,BERELDANGE,CINGALAIS,ANGLAIS,GOOGLE,27,34
06/10/2019,LUX,8355,GARNICH,GRECQUE,ANGLAIS,GOOGLE,20,14
06/10/2019,DEU,54341,FELL,ALLEMAND,FRANCAIS,GOOGLE,56,88
06/10/2019,DEU,54295,TRIER,ALLEMAND,ANGLAIS,GOOGLE,56,76
06/10/2019,DEU,54295,TRIER,ALLEMAND,ALLEMAND,GOOGLE,56,76
06/10/2019,LUX,1254,LUXEMBOURG,ANGLAIS,MALTAIS,GOOGLE,18,24
06/10/2019,LUX,2550,LUXEMBOURG,ANGLAIS,FRANCAIS,GOOGLE,21,25
07/10/2019,LUX,7220,WALFERDANGE,PORTUGAIS,ANGLAIS,GOOGLE,36,36
08/10/2019,DEU,68782,BRšHL,ALLEMAND,ANGLAIS,GOOGLE,,
09/10/2019,DEU,54634,METTERICH,ALLEMAND,ANGLAIS,GOOGLE,67,94
12/10/2019,FRA,54400,COSNES-ET-ROMAIN,FRANCAIS,FRANCAIS,GOOGLE,25,20
12/10/2019,LUX,7246,HELMSANGE,ANGLAIS,FRANCAIS,GOOGLE,31,35
13/10/2019,FRA,57100,THIONVILLE,FRANCAIS,ANGLAIS,GOOGLE,36,41
13/10/2019,MLT,SLM 1255,SLIEMA,ITALIEN,ANGLAIS,GOOGLE,,
13/10/2019,MLT,SLM 1255,SLIEMA,ESPAGNOL,ANGLAIS,GOOGLE,,
20/10/2019,LUX,7364,BOFFERDANGE,BULGARE,ANGLAIS,GOOGLE,33,38
20/10/2019,LUX,2134,LUXEMBOURG,KONKANI,ANGLAIS,GOOGLE,19,23
23/10/2019,FRA,54430,R‚HON,FRANCAIS,FRANCAIS,GOOGLE,27,18
26/10/2019,FRA,57000,METZ,ARABE,FRANCAIS,GOOGLE,51,63
27/10/2019,FRA,57000,METZ,FRANCAIS,ANGLAIS,GOOGLE,50,63
27/10/2019,LUX,8080,BERTRANGE,ITALIEN,ANGLAIS,GOOGLE,20,25
27/10/2019,FRA,57150,CREUTZWALD,FRANCAIS,ARABE,GOOGLE,65,99
27/10/2019,DEU,54343,F™HREN,ALLEMAND,ANGLAIS,GOOGLE,57,57
27/10/2019,LUX,1335,LUXEMBOURG,FRANCAIS,ANGLAIS,GOOGLE,22,25
30/10/2019,FRA,80200,BOUCHAVESNES BERGEN,FRANCAIS,FRANCAIS,GOOGLE,,
30/10/2019,LUX,8111,STRASSEN,SLOVAQUE,FRANCAIS,GOOGLE,29,22
31/10/2019,LUX,8099,STRASSEN,FRANCAIS,ANGLAIS,GOOGLE,26,21
31/10/2019,FRA,57940,METZERVISSE,FRANCAIS,ANGLAIS,GOOGLE,44,51
01/11/2019,FRA,57685,AUGNY-LES-METZ,FRANCAIS,ALBANAIS,GOOGLE,53,72
01/11/2019,FRA,67000,STRASBOURG,FRANCAIS,ALLEMAND,GOOGLE,32,30
01/11/2019,LUX,4973,DIPPACH,ALLEMAND,ANGLAIS/FRANCAIS,GOOGLE,18,13
01/11/2019,LUX,1223,HOWALD,HONGROIS,ANGLAIS,GOOGLE,22,26
01/11/2019,FRA,54000,NANCY,FRANCAIS,ANGLAIS,GOOGLE,82,116
01/11/2019,LUX,7716,COLMAR-BERG,ANGLAIS,FRANCAIS,GOOGLE,40,57
03/11/2019,DEU,1845,ORLENBACH,ANGLAIS,INDIEN,GOOGLE,80,125
03/11/2019,FRA,57270,RICHEMONT,FRANCAIS,ANGLAIS,GOOGLE,40,46
07/11/2019,DEU,47802,KREFELD,ALLEMAND,ANGLAIS,GOOGLE,177,283
09/11/2019,LUX,1221,LUXEMBOURG,POLONAIS,ANGLAIS,GOOGLE,29,35
09/11/2019,LUX,4814,RODANGE,ANGLAIS,CHINOIS,GOOGLE,12,8
10/11/2019,DEU,54636,SCHLEID,ANGLAIS,FRANCAIS,GOOGLE,65,98
11/11/2019,FRA,86250,LA BARLIERE,FRANCAIS,FRANCAIS,GOOGLE,84,87
11/11/2019,GBR,SE100LY,MAYSTON MEWS,FRANCAIS,ANGLAIS,GOOGLE,,
11/11/2019,FRA,51100,REIMS,FRANCAIS,ANGLAIS,GOOGLE,127,202
11/11/2019,FRA,54400,COSNES-ET-ROMAIN,FRANCAIS,FRANCAIS,GOOGLE,26,20
16/03/2019,LUX,4514,DIFFERDANGE,FRANCAIS,ANGLAIS,INSTAGRAM,5,1.7
07/06/2019,FRA,54920,VILLERS-LES-MONTAGNE,FRANCAIS,FRANCAIS,INSTAGRAM,21,11
11/06/2019,LUX,1280,LUXEMBOURG,FRANCAIS,FRANCAIS,INSTAGRAM,28,33
15/08/2019,LUX,5884,HOWALD,FRANCAIS,ANGLAIS,INSTAGRAM,22,26
12/10/2019,DEU,54634,BITBURG,ALLEMAND,ALLEMAND,INSTAGRAM,62,94
30/10/2019,LUX,1550,LUXEMBOURG,RUSSE,ANGLAIS,INSTAGRAM,31,23
01/11/2019,FRA,3337,HELLANGE,LUXEMBOURGEOIS,ALLEMAND,INSTAGRAM,19,23
01/11/2019,LUX,7240,BERELDANGE,ROUMAIN,FRANCAIS,INSTAGRAM,27,33
06/01/2019,LUX,5466,WALDBREDIMUS,ANGLAIS/FRANCAIS,LUXEMBOURGEOIS,INTERNET,31,39
11/01/2019,LUX,1948,LUXEMBOURG,RUSSE,ANGLAIS,INTERNET,20,24.2
19/01/2019,LUX,5762,HASSEL,ANGLAIS,FRANCAIS,INTERNET,26,32
19/01/2019,DEU,66578,SCHIFFWEILER,ALLEMAND,SAAROIS,INTERNET,73,114
20/01/2019,FRA,54800,ABBEVILLE-LES-CONFLANS,FRANCAIS,FRANCAIS,INTERNET,57,54.7
20/01/2019,LUX,1467,LUXEMBOURG,FRANCAIS,ANGLAIS,INTERNET,22,26.5
02/02/2019,LUX,3876,SCHIFFLANGE,FRANCAIS/ITALIEN/RUSS,ANGLAIS,INTERNET,13,13
03/02/2019,LUX,6839,MANTERNACH,LUXEMBOURGEOIS,FRANCAIS,INTERNET,38,56.4
03/02/2019,LUX,2734,LUXEMBOURG,ROUMAIN,ANGLAIS,INTERNET,22,26.5
03/02/2019,LUX,1270,LUXEMBOURG,FRANCAIS,ANGLAIS,INTERNET,20,25.2
12/02/2019,LUX,2355,LUXEMBOURG,LUXEMBOURGEOIS,SERBE,INTERNET,22,27.3
12/02/2019,FRA,57840,ROCHONVILLERS,FRANCAIS,ANGLAIS,INTERNET,29,23.2
16/02/2019,LUX,8360,CH¶TEAU-PORCIEN,FRANCAIS,FRANCAIS,INTERNET,129,188
16/02/2019,FRA,57000,METZ,FRANCAIS,FRANCAIS,INTERNET,53,68.7
16/02/2019,FRA,54400,LONGWY,FRANCAIS,RUSSE,INTERNET,23,20.7
17/02/2019,LUX,1727,LUXEMBOURG,BULGARE,ANGLAIS,INTERNET,21,24.6
18/02/2019,FRA,57710,AUMETZ,FRANCAIS,FRANCAIS,INTERNET,33,21.4
18/02/2019,FRA,54150,LES BAROCHES,FRANCAIS,ITALIEN,INTERNET,45,41.3
19/02/2019,FRA,57280,HAUCONCOURT,FRANCAIS,ANGLAIS,INTERNET,41,57.5
19/02/2019,FRA,54800,ST-MARCEL,FRANCAIS,ANGLAIS,INTERNET,58,54.7
19/02/2019,LUX,8293,KEISPELT,FRANCAIS,ROUMAIN,INTERNET,34,38.5
20/02/2019,LUX,8110,SAILLY,FRANCAIS,FRANCAIS,INTERNET,75,77.3
21/02/2019,FRA,54400,COSNES-ET-ROMAINS,FRANCAIS,ITALIEN,INTERNET,28,23.3
21/02/2019,LUX,3347,LEUDELANGE,LUXEMBOURGEOIS,ALLEMAND,INTERNET,21,17.3
02/03/2019,FRA,57970,STUCKANGE,FRANCAIS,ANGLAIS,INTERNET,46,47
03/03/2019,FRA,57050,LORRY-LES-METZ,FRANCAIS,ANGLAIS,INTERNET,50,69.4
03/03/2019,LUX,5884,HESPERANGE,ANGLAIS,FRANCAIS,INTERNET,22,27.2
03/03/2019,LUX,1638,SENNINGERBERG,FRANCAIS,ANGLAIS,INTERNET,25,36.4
05/03/2019,DEU,66706,PERL,ALLEMAND,ANGLAIS,INTERNET,34,44
07/03/2019,LUX,7380,LORENTZWEILER,LUXEMBOURGEOIS,FRANCAIS,INTERNET,38,44.4
08/03/2019,LUX,7480,TUNTANGE,FRANCAIS,ANGLAIS,INTERNET,37,29.7
